geneid,b12_17_baseMean,b12_17_log2FoldChange,b12_17_lfcSE,b12_17_stat,b12_17_pvalue,b12_17_padj
Acads,675.6192263,-0.645451288,0.083042241,-7.772565852,7.69119963756945e-15,5.02014395532731e-14
Acadsb,1153.96453,-0.438913058,0.062122452,-7.065288637,1.6028248075032e-12,9.02001173814591e-12
Acap2,1564.247075,-0.20736113,0.055537813,-3.733692741,0.000188693,0.000495194
Acap3,537.235896,-0.211133672,0.085803157,-2.460674872,0.013867597,0.026406659
Acat1,2334.476651,-0.995016038,0.051032731,-19.49760519,1.15044323395334e-84,6.92021880044881e-83
Acbd3,1128.375504,-0.025623616,0.065394305,-0.391832529,0.695181958,0.764921017
Acbd5,1220.463436,-0.15098157,0.060351341,-2.501710286,0.012359502,0.023828403
Acbd6,703.5514517,-0.141518991,0.078598363,-1.800533572,0.071776427,0.114715814
Acd,1239.014347,0.023887187,0.065250547,0.366084079,0.714302337,0.780233959
Acer1,9.352899494,-2.21392087,0.715123154,-3.095859583,0.001962433,0.004418566
Acer3,1584.966744,0.754730217,0.058893025,12.81527348,1.34662743008679e-37,2.41990643057577e-36
Ache,4.141991384,1.373453534,1.002423793,1.370132616,0.170645508,0.242515234
Acin1,3966.912193,0.308710565,0.055352609,5.577163786,2.44471670151608e-08,9.88700183355529e-08
Ackr3,1062.094798,0.597830124,0.067917364,8.802316364,1.3402074527043e-18,1.07640414455077e-17
Ackr4,15.44714856,0.850501784,0.493909891,1.721977632,0.08507357,0.132936417
Aco1,1150.085383,0.237284202,0.06620854,3.583891196,0.000338513,0.000854809
Aco2,9361.22308,-0.286863701,0.040080115,-7.15725746,8.23070321695607e-13,4.71286107548051e-12
Acot13,249.2219537,-0.62447422,0.124666999,-5.00913814,5.46743206849464e-07,1.93578937765877e-06
Acot7,4156.451166,-0.103289094,0.043394077,-2.380257884,0.017300526,0.032255744
Acox3,1369.152552,-0.49772041,0.063504821,-7.837521641,4.59525772006213e-15,3.03754774335396e-14
Acoxl,38.83916148,-0.731535734,0.308545545,-2.370916531,0.017744038,0.033012634
Acp2,394.5127639,0.944602363,0.103776207,9.102301878,8.84372267445863e-20,7.59961702604419e-19
Acp5,557.5125843,0.023842124,0.089093026,0.267609314,0.789000061,0.841496985
Acp6,178.7985545,-0.469674947,0.152867986,-3.072421897,0.002123294,0.004748019
Acsbg1,12.99994946,0.122910361,0.549297122,0.22375934,0.82294457,0.867419855
Acsf3,502.3497743,-0.056486358,0.08927333,-0.632734969,0.52690673,0.616126153
Acsl1,912.7127761,-0.272122432,0.068976895,-3.945124423,7.97585531461282e-05,0.000219547
Acsl3,1521.219129,-0.526224233,0.064252934,-8.189886376,2.61472907682575e-16,1.85844145640805e-15
Acsl5,3552.952478,0.253789079,0.047678829,5.32288829,1.02132470010741e-07,3.90784064195767e-07
Acss2,2269.027386,-1.343527904,0.050943557,-26.37287182,2.80604326832112e-153,4.64786500197711e-151
Acss3,22.48112871,0.260716414,0.41702142,0.625187105,0.531848264,0.620826564
Acta1,213.6918847,0.338982115,0.138232452,2.452261458,0.014196147,0.026960413
Acta2,383.0159814,0.870350652,0.103373393,8.419484252,3.78145284735547e-17,2.79548671361098e-16
Actb,62284.34257,0.208459934,0.042130648,4.947940339,7.50028886547783e-07,2.62544567974108e-06
Actl10,7.957925391,-0.257105765,0.67825993,-0.379066718,0.70463832,0.772203602
Actl6a,1702.797563,0.300141023,0.05497118,5.459970515,4.76213663404071e-08,1.88066550070668e-07
Actl6b,1.318765574,-2.699165527,1.965139971,-1.373523294,0.169589725,0.241254787
Actn1,11003.11361,-0.183874372,0.037752569,-4.870512802,1.11308988816448e-06,3.82141914443731e-06
Actn3,152.7661475,-0.265453808,0.161954046,-1.639068705,0.101198952,0.154626045
Actr10,479.7585762,-0.202120497,0.097818247,-2.066286234,0.03880146,0.066665295
Actr1a,3507.404787,0.046404035,0.051026216,0.90941557,0.363130806,0.456871641
Actr1b,295.8925125,0.231842933,0.114058347,2.03266958,0.042085917,0.071673363
Actr2,7429.664195,0.456743411,0.042405582,10.77083226,4.72708638895696e-27,5.54680393628225e-26
Actr3,9928.625345,0.411595171,0.040928307,10.0564916,8.60089430910071e-24,8.8398939801e-23
Actr5,901.3188541,0.455092765,0.074871364,6.078328767,1.21441569975577e-09,5.50339295499947e-09
Actr6,554.6562429,-0.300062394,0.087266282,-3.438468868,0.000585014,0.001432638
Actr8,577.2643162,0.061617545,0.089313525,0.689901613,0.490256061,0.581841799
Actrt3,15.52782145,1.170117191,0.528051566,2.215914632,0.026697349,0.047742764
Acvr1,681.4221023,-0.030240186,0.078217991,-0.386614192,0.69904185,0.76805896
Acvr1b,435.9735215,0.182211616,0.099556745,1.830228733,0.067215743,0.108305192
Acvr2a,295.4478984,0.417980225,0.119240096,3.505366387,0.000455979,0.001132418
Acvr2b,187.7116568,-0.586610722,0.143733538,-4.081237612,4.47965297334941e-05,0.000127867
Acy3,3.484194298,0.994578763,1.049239936,0.947904029,0.343178313,0.436040572
Acyp1,38.35576938,-1.887962018,0.343724076,-5.492667381,3.95908020427763e-08,1.57330763750657e-07
Acyp2,62.19149939,0.595697217,0.249802936,2.384668596,0.017094513,0.031887251
Ada,451.0722792,0.49230002,0.092851897,5.301992058,1.14545825582003e-07,4.36090686401304e-07
Adal,252.3562807,-0.357228509,0.126579777,-2.822160997,0.004770122,0.010030861
Adam10,4314.538736,0.091779606,0.043491524,2.110287197,0.034833626,0.060521968
Adam12,773.9885112,-0.305982583,0.077935805,-3.926084827,8.63397175169703e-05,0.00023641
Adam15,1603.043411,0.744087017,0.055117433,13.50003044,1.56311549111252e-41,3.15076665748237e-40
Adam21,12.57307726,-0.380448041,0.560540291,-0.678716672,0.497317401,0.587841615
Adam22,2930.288968,-0.286253142,0.049844076,-5.742972171,9.3029020588601e-09,3.91180528442649e-08
Adam23,375.8191061,-1.608799168,0.1126912,-14.27617389,3.08056383293393e-46,7.027497813693e-45
Adam32,2151.542583,0.890044757,0.059095606,15.06109867,2.9189551598015e-51,7.77309344256736e-50
Adam33,2.865371741,3.905616984,1.558769979,2.505576215,0.012225205,0.023593696
Adam8,4.62708107,0.834545614,0.900994282,0.926249622,0.35431627,0.447505873
Adam9,9334.12946,-0.190082788,0.037734538,-5.037368932,4.71974531284085e-07,1.68568653688932e-06
Adamts1,196.0453057,-0.734275067,0.150461148,-4.880163933,1.05997694695175e-06,3.65003812193781e-06
Adamts15,5.594131859,-2.887434423,1.037202069,-2.783868747,0.005371477,0.011155843
Adamts3,12.02713639,0.149116791,0.550351994,0.270948034,0.786431,0.839383629
Adamts4,181.5729548,-0.32992514,0.142917228,-2.308505032,0.020971063,0.03834239
Adamts6,50.32319989,-0.608892135,0.283787487,-2.145591904,0.031905552,0.055979207
Adamts7,1400.878258,-0.277654468,0.057141152,-4.859098156,1.17921663834566e-06,4.03631834670638e-06
Adamtsl1,11.03911172,2.302164997,0.688323169,3.344599019,0.000824016,0.001973943
Adamtsl4,1441.968815,-0.555334498,0.057554371,-9.648867434,4.97015942607505e-22,4.81797727570922e-21
Adamtsl5,1045.56465,-0.085912317,0.138858004,-0.618706268,0.53610988,0.624459827
Adapt15,1009.782339,0.31277227,0.067077084,4.662878171,3.1181736497662e-06,1.02642876276434e-05
Adar,846.9580242,0.195386276,0.073679881,2.651826715,0.008005762,0.016059198
Adarb1,587.373343,0.04606622,0.083540818,0.551421696,0.581344631,0.665217039
Adat1,331.240171,0.026269723,0.109339099,0.240259185,0.810129334,0.857947383
Adat2,450.8568135,0.358789326,0.093805707,3.824813426,0.000130871,0.000349306
Adat3,89.32265945,0.527600858,0.201439707,2.619150239,0.008814912,0.017493597
Adck1,116.1668325,-0.386284434,0.178107043,-2.168833009,0.030095364,0.053109746
Adck2,555.9397568,0.155432231,0.085598207,1.815835117,0.069395669,0.111393693
Adck5,202.746504,-0.321641863,0.154411313,-2.083020062,0.037249395,0.064318377
Adcy10,21.61549751,0.518314651,0.421574334,1.229473926,0.218894168,0.29989708
Adcy6,1810.03444,0.17433412,0.059141575,2.947742261,0.003201038,0.006948655
Adcy7,1208.909323,-0.48890091,0.065419269,-7.473347242,7.81801846061868e-14,4.79099908774321e-13
Add1,5796.438243,0.109290718,0.039791093,2.746612596,0.006021421,0.012386397
Adgra2,5943.278692,0.006425806,0.048778085,0.131735504,0.895193502,0.921560668
Adgra3,552.9566775,0.008701897,0.086076279,0.101095184,0.919474901,0.940289786
Adgrb2,19.40022706,0.812440634,0.454018873,1.789442428,0.073543591,0.117091572
Adgrd1,0.990909769,1.026169623,1.992279544,0.515073111,0.606501932,0.687725589
Adgre1,12.92219963,-0.09969729,0.598892093,-0.166469538,0.867787454,0.90097591
Adgre5,1573.170464,0.149722275,0.056555955,2.647329996,0.008113014,0.016253048
Adgrf1,160.5591249,0.3011286,0.15611036,1.928946931,0.053737451,0.089190434
Adgrg1,10908.51136,-0.01507469,0.042199485,-0.357224497,0.720923748,0.78575601
Adgrl2,5667.678948,-0.116168008,0.045313643,-2.563643069,0.010358,0.020288189
Adh5,5953.179461,0.101221609,0.048200453,2.100013637,0.035727642,0.061924661
Adh7,12.05686755,-0.094950869,0.546391432,-0.173778108,0.86203985,0.896148212
Adhfe1,27.59908088,0.610554804,0.374051321,1.63227549,0.102621464,0.156444006
Adipor1,4866.413428,0.039643219,0.046316508,0.855919879,0.392042099,0.486076063
Adk,2828.265017,-0.630164921,0.049295751,-12.78335171,2.03123584197554e-37,3.60481280092211e-36
Adm,115.6317566,0.529767775,0.19090418,2.775045446,0.005519399,0.011429827
Adnp,3528.263717,-0.171402663,0.049387011,-3.470602077,0.000519293,0.001279646
Adnp2,1079.20666,0.11699502,0.066199167,1.767318623,0.077174883,0.12211432
Adora2a,15.6007347,-1.797278982,0.526036406,-3.41664372,0.000633982,0.001544284
Adpgk,1144.3174,-0.984581207,0.072518813,-13.57690735,5.48958269170689e-42,1.11439503700743e-40
Adprh,2599.703628,0.653022156,0.05478497,11.91973188,9.34086590824048e-33,1.36169332226123e-31
Adprs,573.7302175,0.104059718,0.082857573,1.255886639,0.209157074,0.288428357
Adra1d,18.86296696,2.451545122,0.571377137,4.290590158,1.78198921101963e-05,5.35533912509685e-05
Adrm1,3469.276305,0.368777623,0.046780605,7.883130725,3.19278735342456e-15,2.13144665083465e-14
Adsl,1823.00645,0.436460507,0.052620435,8.294505931,1.09037438810046e-16,7.90227576512377e-16
Adss1,13.76189722,2.080876823,0.582887931,3.569943227,0.000357059,0.000900645
Adss2,1863.832463,0.678314857,0.053095132,12.77546228,2.24808041384693e-37,3.98345907749714e-36
Aebp1,34892.53871,-0.747156348,0.02804018,-26.64591867,1.99561613156987e-156,3.50890719503262e-154
Aen,429.0839193,0.056462599,0.097368656,0.579884751,0.56199234,0.647546169
Afap1,4134.413732,-0.569725041,0.045590171,-12.49666379,7.78503505849312e-36,1.3008065158409e-34
Afap1l2,4.477539809,-0.33199713,0.882765263,-0.376087669,0.706851722,0.774109652
Aff1,1449.436906,0.280357294,0.059828533,4.686013162,2.7857835588056e-06,9.2205966677061e-06
Afg1l,129.523928,0.41536665,0.173425704,2.395069705,0.016617206,0.031078063
Afg3l2,2893.707481,0.323578056,0.048948134,6.6106311,3.82685040382017e-11,1.95604084370575e-10
Aftph,1333.246551,-0.002818139,0.060046848,-0.046932344,0.96256715,0.973833426
Aga,8965.507854,-0.836382499,0.037623723,-22.23018977,1.75391515784386e-109,1.74308663817369e-107
Agap1,4218.017394,-0.454593513,0.052768637,-8.614842894,7.00375675115557e-18,5.41590084808614e-17
Agap2,9.792028628,1.173868395,0.6253446,1.877154444,0.060496929,0.099014665
Agbl3,304.119849,-0.785049357,0.139450739,-5.629581927,1.80646951302492e-08,7.38367775042174e-08
Ager,14.13600209,0.077910211,0.530216399,0.146940403,0.883179061,0.912562471
Agfg1,999.5672592,0.259953331,0.067169466,3.870111634,0.000108786,0.000293718
Agfg2,1920.347079,0.031266524,0.054240199,0.576445591,0.564314036,0.649304854
Aggf1,1307.16167,-0.00463916,0.060630476,-0.07651532,0.939009126,0.955733841
Agk,892.1947843,0.006217547,0.06863268,0.090591641,0.927817074,0.947125879
Agl,881.5514176,-0.258800337,0.072825476,-3.5537061,0.000379843,0.000954746
Ago2,7882.352613,-0.798208143,0.047879372,-16.67123264,2.12173604335347e-62,7.77221834598937e-61
Agpat1,2682.256998,0.254140714,0.045870398,5.54040786,3.01767984548989e-08,1.21014255979312e-07
Agpat2,575.2707498,-0.17798399,0.083611615,-2.128699341,0.033279143,0.058148193
Agpat3,4336.915671,0.199134267,0.042419864,4.694363653,2.67437915744094e-06,8.87241782014295e-06
Agpat4,981.8914329,-0.006322259,0.07019646,-0.090065209,0.928235396,0.94738367
Agpat5,1518.052362,0.445497806,0.058739811,7.5842567,3.34398523764658e-14,2.08957940301054e-13
Agps,2455.398774,0.295513099,0.049073879,6.021800302,1.72487631588934e-09,7.70062945871067e-09
Agrn,3772.095612,-0.837759585,0.044383449,-18.87549544,1.81414644833991e-79,9.87327607527471e-78
Agrp,5.402212001,-2.154493632,0.917801885,-2.34744956,0.018902432,0.034940304
Agtpbp1,168.084843,-0.555934308,0.157121605,-3.538242296,0.0004028,0.001008236
Agtrap,304.9078507,-1.666661572,0.124992393,-13.33410406,1.46605397916638e-40,2.85930561909429e-39
Ahctf1,3461.857521,0.19064648,0.043288721,4.404068239,1.06239500645019e-05,3.28076534145347e-05
Ahcy,2563.147665,0.863452405,0.053852664,16.03360607,7.44351018521361e-58,2.40996821265741e-56
Ahcyl1,7549.783662,-0.368456086,0.036614512,-10.06311608,8.04120640814813e-24,8.29448989519179e-23
Ahcyl2,941.5361276,-0.04062563,0.067555328,-0.601368263,0.547594732,0.634603548
Ahdc1,825.9248206,-0.271798176,0.076638153,-3.546512596,0.000390366,0.000978398
Ahi1,727.1469677,-0.295681949,0.07866144,-3.758918577,0.000170649,0.000449597
Ahnak,13868.7998,-0.223926727,0.049668607,-4.508415648,6.53135262615736e-06,2.06606225198872e-05
Ahnak2,4151.720012,-0.538132277,0.11068729,-4.861735065,1.16361293377181e-06,3.98768582311185e-06
Ahr,1034.935073,-0.619738536,0.067905142,-9.126533297,7.07278633249044e-20,6.0961444188562e-19
Ahsa1,4536.353544,0.164089039,0.045422067,3.612540115,0.000303212,0.00077112
Ahsa2p,1879.620082,-0.109172099,0.058171863,-1.876716575,0.06055695,0.099098708
Ahsp,13.52592658,0.679617451,0.520706791,1.305182615,0.191830673,0.267892566
Aida,3105.553276,0.740906545,0.046555797,15.91437787,5.03651436400583e-57,1.59452417357958e-55
Aifm2,280.7654648,-0.110813339,0.118336487,-0.936425796,0.349054002,0.442231692
Aifm3,16.44587034,-0.266355793,0.505058062,-0.527376579,0.597932104,0.680315184
Aig1,770.8483073,-0.04354093,0.075486591,-0.576803507,0.5640722,0.649288063
Aimp1,2166.398755,0.102344829,0.048911915,2.092431436,0.036399939,0.062965779
Aimp2,783.4275255,0.748761297,0.076377994,9.803364245,1.08897005971169e-22,1.08036795246918e-21
Aip,1762.426554,-0.418804541,0.056701998,-7.386063219,1.51239905179385e-13,9.11186545226775e-13
Ajm1,15.315409,0.187768678,0.487203738,0.385400733,0.699940539,0.768898541
Ajuba,3123.005883,0.742732471,0.046161543,16.0898538,3.00546244233736e-58,9.81412292956392e-57
Ak2,4597.677224,0.519872056,0.041190906,12.62103969,1.61672606382307e-36,2.76196744146993e-35
Ak3,6199.986403,-0.481814352,0.038899513,-12.3861282,3.1068475421562e-35,5.02948449848487e-34
Ak4,675.4397517,0.533930735,0.090713007,5.885933606,3.95813198077815e-09,1.71874963557422e-08
Ak5,5.183294586,-0.887410097,0.848274912,-1.046135026,0.295498696,0.385575362
Ak6,731.2750816,0.572193599,0.079096547,7.234116078,4.68570877602141e-13,2.73229416332391e-12
Ak9,4.665709903,0.645546357,0.89627721,0.720253009,0.471369232,0.564056671
Akap11,1332.099696,0.734878396,0.061031915,12.04088698,2.16613987109759e-33,3.27038475386715e-32
Akap12,19820.15328,-0.722632128,0.032785729,-22.04105693,1.16388484364185e-107,1.1178184771414e-105
Akap13,1839.896115,-0.003125156,0.058893065,-0.053064919,0.957680182,0.970032942
Akap7,463.8598117,-0.457769373,0.100980088,-4.533263736,5.80792229654419e-06,1.84950526406251e-05
Akap8,1850.897738,0.485508634,0.053180944,9.129372167,6.88976849412887e-20,5.94736889119327e-19
Akap8l,534.5449123,-0.058473237,0.088100649,-0.663709499,0.506876259,0.597287221
Akap9,2188.857035,0.077649176,0.049270535,1.575975899,0.115031358,0.173236709
Akip1,469.5544175,0.548037117,0.09962666,5.500908241,3.77839819920353e-08,1.50307389553418e-07
Akirin1,1239.361094,0.236725237,0.060593408,3.906782014,9.35334634534528e-05,0.000255069
Akirin2,507.6585294,0.093237064,0.090988705,1.024710312,0.305499896,0.396407619
Akna,334.4234973,-0.228095878,0.110929439,-2.056224942,0.039760839,0.068170812
Akr1a1,14320.34284,-0.326987995,0.043784519,-7.468118922,8.13493101814719e-14,4.97453860922441e-13
Akr1b1,7257.667931,0.173085415,0.042379575,4.084170599,4.42345252153106e-05,0.000126326
Akr1b8,5060.441826,-1.183891198,0.047539597,-24.90326516,6.85825876285835e-137,9.33131421437001e-135
Akr1e2,222.1037561,0.032761476,0.132584668,0.247098527,0.804831973,0.854157733
Akt1,6935.687603,0.565291774,0.039118293,14.45082923,2.47685810113546e-47,5.89750234122441e-46
Akt3,299.1268154,-1.298714846,0.131041273,-9.910731271,3.73899369861416e-23,3.75179622313093e-22
Aktip,1264.683022,-0.062408376,0.059049159,-1.056888485,0.290562485,0.380350319
Alad,404.6781665,0.514635617,0.103308713,4.981531568,6.30829906558326e-07,2.22317453039011e-06
Alas1,967.4310491,-0.584155484,0.068815055,-8.488774445,2.0882757894022e-17,1.56540101566097e-16
Alb,7.774476395,-1.084968317,0.715931534,-1.515463791,0.129654993,0.191450506
Alcam,2589.534158,-0.566922447,0.050550362,-11.21500272,3.44175808266835e-29,4.34170564313648e-28
Aldh18a1,22.42592001,-0.07543651,0.406581526,-0.185538459,0.852806718,0.889218865
Aldh2,3408.791618,-0.837546756,0.051036794,-16.41064601,1.60488696255447e-60,5.6092517110199e-59
Aldh4a1,448.649192,-0.035187422,0.098357673,-0.357749636,0.720530684,0.785517495
Aldh5a1,724.6354942,0.14541148,0.075935021,1.914946191,0.055499366,0.091755502
Aldh6a1,491.3337094,-0.833467061,0.091205301,-9.138361998,6.34053801481361e-20,5.48569333620778e-19
Aldh7a1,2321.044111,-0.03358139,0.049145052,-0.683311722,0.494409889,0.585676722
Aldh8a1,173.1293863,-0.077393859,0.152582932,-0.507224879,0.61199704,0.692457596
Aldh9a1,1457.075755,-0.061136939,0.058747994,-1.040664279,0.298031387,0.388171023
Aldoa,15361.78244,-0.211341927,0.037292314,-5.667171131,1.45174332600347e-08,5.98772084911354e-08
Alg11,784.1826489,0.260781975,0.073451385,3.550402435,0.000384643,0.000965959
Alg12,925.02935,-0.511280452,0.073536292,-6.952763608,3.58198644550406e-12,1.9625370606743e-11
Alg2,755.917277,0.154338164,0.075649493,2.04017446,0.041332953,0.070569811
Alg3,624.0056563,0.189003719,0.079775228,2.369203123,0.01782646,0.033144398
Alg5,590.2544579,0.838267875,0.088394417,9.483267231,2.46443339234486e-21,2.31058320271611e-20
Alg6,399.7710408,0.553196845,0.105796975,5.228853124,1.70564797484837e-07,6.37470592038654e-07
Alg8,497.6061185,0.415258584,0.094845658,4.378256153,1.19632693743076e-05,3.67845589666294e-05
Alg9,778.2550324,-0.003090954,0.084941688,-0.036389134,0.970972078,0.980519225
Alkbh1,589.4619314,0.380369305,0.082099146,4.63304822,3.60320569161395e-06,1.17828434476269e-05
Alkbh2,310.2639768,0.055103177,0.112270677,0.490806496,0.623563315,0.702760742
Alkbh3,644.9967207,-0.254105778,0.080815835,-3.144257276,0.00166509,0.003795435
Alkbh4,326.4606454,0.307374665,0.114986375,2.673139888,0.007514491,0.015162979
Alkbh7,166.7996624,0.762285748,0.149422703,5.101539005,3.36902568230369e-07,1.22314467989355e-06
Alkbh8,507.929736,0.341726327,0.088685231,3.85324956,0.00011656,0.000313452
Alpk2,4.108072719,0.145371908,0.943255972,0.154117135,0.877517378,0.908931132
Als2,803.5914541,-0.082948549,0.074665463,-1.11093597,0.266595911,0.353964297
Als2cl,1224.374894,0.38481673,0.07173445,5.364461977,8.11908598879622e-08,3.13016830378309e-07
Ambra1,989.4256331,-0.30259083,0.070138222,-4.314207281,1.60176608540578e-05,4.83917118427244e-05
Amd1,1835.526433,0.060082955,0.056163251,1.069791262,0.284713276,0.373935651
Amfr,3247.959195,-0.100914877,0.051235458,-1.969629647,0.048880831,0.082083312
Amh,10.15393419,-0.266530923,0.624940936,-0.426489782,0.669750992,0.74215475
Amhr2,26.0924781,-1.911717904,0.429414374,-4.451918752,8.51063697107395e-06,2.65832385740378e-05
Amigo3,47.6633317,-0.032365322,0.276957922,-0.116860071,0.90697094,0.930583614
Ammecr1l,446.7273428,0.62032306,0.093893727,6.60665072,3.93112030124029e-11,2.0039595862121e-10
Amotl1,8219.566012,-0.44414595,0.050433156,-8.80662616,1.28968927695454e-18,1.03728773724936e-17
Amotl2,4323.302781,-0.033524793,0.04179601,-0.802105122,0.422492152,0.516048179
Ampd2,1898.263025,0.005417592,0.054971244,0.098553203,0.921493027,0.941861712
Ampd3,42.20036561,-0.060406737,0.302184943,-0.19989989,0.841558877,0.881027425
Amt,274.0206968,-1.119323169,0.138394548,-8.087913746,6.06953617381915e-16,4.24533224789345e-15
Amz1,6.165804836,-1.22712238,0.817432781,-1.501190568,0.133306279,0.196208301
Anapc1,9266.54135,0.245250164,0.044276418,5.539069702,3.04082608822162e-08,1.21899689099561e-07
