geneid,wt1_1_baseMean,wt1_1_log2FoldChange,wt1_1_lfcSE,wt1_1_stat,wt1_1_pvalue,wt1_1_padj
LOC103163687,120.2446107,-0.167961578,0.173515031,-0.9679944,0.333047166,0.423689633
LOC103163693,79.38445242,0.136071101,0.204849833,0.664248046,0.506531567,0.592915716
LOC103163700,479.6393013,-0.542447169,0.103514409,-5.240305902,1.60310627161408e-07,5.12760893029133e-07
LOC103163705,216.3457814,-0.206116067,0.126195041,-1.633313527,0.102403073,0.15377266
LOC103163711,6.072031381,0.4869282,0.763362793,0.637872587,0.523556624,0.609076552
LOC103163716,5.952490424,-0.534512291,0.740625072,-0.72170429,0.470476304,0.561313024
LOC103163718,28.47533581,-0.270073659,0.336618578,-0.802313589,0.422371584,0.514402292
LOC103163719,450.7046879,-0.6536257,0.088132604,-7.416389265,1.20356420119709e-13,5.88306296294542e-13
LOC103163726,172.0530313,-0.600150394,0.144101466,-4.16477645,3.11657785801386e-05,8.07416025820216e-05
LOC103163744,54.75208781,-0.839607523,0.24990582,-3.359695752,0.000780284,0.001710403
LOC103163786,32.14591855,0.665775463,0.32509943,2.047913353,0.04056849,0.067415719
LOC103163815,65.61502213,-0.025437654,0.226735296,-0.112190977,0.910671983,0.932984308
LOC103163816,1353.338707,0.239558892,0.05949764,4.026359549,5.66470492766464e-05,0.000142716
LOC103163820,40.40392464,-0.196798356,0.294836528,-0.667482953,0.504463695,0.591179511
LOC103163839,33.28502649,0.179225937,0.324715187,0.551948119,0.580983899,0.66030236
LOC103163843,9.463037747,-0.710646833,0.631446031,-1.125427666,0.260407853,0.344141539
LOC103163847,16.73185155,-0.181115268,0.449927354,-0.402543358,0.687284186,0.755517205
LOC103163849,29.42707446,-0.376253569,0.343350998,-1.0958278,0.27315414,0.358213375
LOC103163856,382.3142228,-0.371985963,0.09814978,-3.789982643,0.000150658,0.000361414
LOC103163859,6.572996738,-0.343312035,0.695765346,-0.493430777,0.62170824,0.697782245
LOC103163880,2.999236984,1.185122411,1.099883053,1.077498566,0.281257591,0.367407986
LOC103163885,46.79878098,-0.427485485,0.272411451,-1.569264007,0.116586435,0.171734147
LOC103163888,3.259664735,2.897013409,2.537805486,1.141542732,0.25364414,0.336681174
LOC103163900,65.74095306,0.3112983,0.233126026,1.335321952,0.181770997,0.252808446
LOC103163904,75.40672805,-0.398116649,0.212295404,-1.875295655,0.060752061,0.096996381
LOC103163905,39.76583775,-0.136541843,0.302491371,-0.451390868,0.651707864,0.724063579
LOC103163906,86.10623767,0.254788496,0.21252782,1.198847741,0.230587155,0.310508109
LOC103163913,63.28743772,-0.451653662,0.229862571,-1.964885627,0.049427477,0.080649283
LOC103163930,6.028494697,-0.728486778,0.760030613,-0.958496625,0.337812392,0.428417579
LOC103163931,24.60970033,-0.604140111,0.403147854,-1.498557179,0.133988549,0.193505179
LOC103163945,287.5294537,-0.516727426,0.119460858,-4.325495688,1.52189245971922e-05,4.08849178287453e-05
LOC103163946,9.691814867,0.935745471,0.614446198,1.522908717,0.127781545,0.185728283
LOC103163968,6.848426022,0.922218671,0.699173381,1.319012846,0.187164818,0.25920707
LOC103163971,10.13482381,0.129660455,0.606803068,0.213677982,0.830798183,0.872524985
LOC103163978,3.411025862,2.334323213,1.185983973,1.968258649,0.049038285,0.080094232
LOC103163979,156.4953086,0.188579155,0.160030954,1.178391744,0.238640467,0.319416584
LOC103163982,12.55777935,-1.563205097,0.547995388,-2.852588054,0.00433648,0.008571048
LOC103164015,42.86388344,1.282500899,0.294169296,4.359737455,1.30218582582525e-05,3.52030287775684e-05
LOC103164045,109.5892009,-0.339157299,0.195051146,-1.738812129,0.082067814,0.126576545
LOC103164066,6.392358951,1.328964569,0.750710582,1.770275524,0.076681253,0.119395613
LOC103164075,6.150035291,-0.053407797,0.762959013,-0.070000872,0.944192965,0.958012875
LOC103164086,14.26204561,0.686467845,0.479276175,1.43230121,0.152057637,0.216161478
LOC103164088,68.8811238,-0.430363099,0.232619025,-1.850076963,0.064302458,0.10209859
LOC103164106,91.93359232,-0.590737721,0.190197683,-3.105914394,0.001896916,0.00393488
LOC103164114,5.977309751,0.798491856,0.755730339,1.056583037,0.290701926,0.377631871
LOC103164125,11.01916179,-0.805301342,0.56368842,-1.428628501,0.153111038,0.217334829
LOC103164145,7.181270587,1.564712562,0.738310386,2.119315387,0.034063822,0.057517272
LOC103164148,23.2484396,-1.287342773,0.382923859,-3.361876633,0.000774147,0.001697277
LOC103164170,29.14316317,-0.516284117,0.355270752,-1.453213118,0.146164591,0.208900486
LOC103164174,115.0254563,-0.754706268,0.18940556,-3.984604607,6.75925768225463e-05,0.000168915
LOC103164176,16.73037835,0.163162888,0.450571597,0.36212422,0.717259206,0.781483215
LOC103164178,31.03073231,-0.378518131,0.325372836,-1.163336607,0.244692959,0.326418738
LOC103164195,60.49120909,0.481664388,0.702497459,0.685645737,0.492936533,0.581161591
LOC103164216,20.06452968,-0.045314425,0.404884415,-0.11191941,0.910887306,0.932984308
LOC103164217,1632.659307,1.823868425,0.059647212,30.57759705,2.4305018089134e-205,3.65790522241466e-203
LOC103164220,57.80399389,-0.361761514,0.249986215,-1.447125851,0.147861679,0.211026956
LOC103164241,2.971744155,0.726011836,1.062791571,0.683117797,0.494532411,0.582180086
LOC103164243,159.2361808,-0.286367749,0.1480794,-1.933879725,0.053127917,0.086073246
LOC103164257,106.2239562,-0.742458304,0.182534992,-4.06748479,4.7523309310026e-05,0.000120668
LOC103164261,80.13067413,-0.510805713,0.210888145,-2.422164188,0.015428378,0.027781768
LOC103164268,515.1075367,0.041271938,0.239723251,0.172164936,0.863307864,0.899646077
LOC103164274,904.7258207,-0.151134867,0.079598197,-1.898722249,0.057601005,0.092533749
LOC103164275,32.51596612,0.762222469,0.32040937,2.378901931,0.017364295,0.030984675
LOC103164288,95.62314113,-0.657475661,0.232307178,-2.830199504,0.004651899,0.009161229
LOC103164300,94.73802233,-0.279335548,0.195209246,-1.430954495,0.152443257,0.216548184
LOC103164305,163.3646458,-0.697010723,0.152024536,-4.584856756,4.54297780467922e-06,1.29067511500052e-05
LOC103164322,139.3964866,0.231607153,0.164358093,1.409161841,0.158787318,0.224611594
LOC103164340,183.343877,-0.713780624,0.137258758,-5.200255608,1.99014643741827e-07,6.31962658278462e-07
LOC103164358,77.40301364,0.290287456,0.218817261,1.326620462,0.184634264,0.256225255
LOC103164370,21.85680065,-0.579546416,0.389376243,-1.48839696,0.136646238,0.196895902
LOC103164378,56.77590305,-2.031166156,0.271380876,-7.484558911,7.17878279435569e-14,3.55151027689621e-13
LOC103164384,22.76498251,0.912508808,0.441461286,2.06701887,0.038732376,0.064636842
LOC103164387,315.2092547,-0.262163522,0.105760738,-2.478835962,0.013181191,0.02403802
LOC103164390,3171.558009,-1.085380579,0.057390729,-18.91212399,9.06317308891913e-80,2.91192623008587e-78
LOC103164400,64.20878529,-0.068245181,0.232234119,-0.293863715,0.768862046,0.824280071
LOC103164463,18.88555606,-0.086623053,0.422927084,-0.204817939,0.837714371,0.878014934
LOC103164492,180.8895632,-0.036046023,0.1359721,-0.265098667,0.790933454,0.842415201
LOC103164495,336.361009,-0.052210941,0.101108496,-0.516385303,0.605585328,0.68330719
LOC103164522,8.671917173,-0.309840609,0.646661897,-0.479138496,0.631840105,0.706657585
LOC103164534,296.1245173,-0.316970806,0.110718169,-2.862861695,0.004198338,0.008313814
LOC103164539,82.71635086,-0.229432981,0.453933844,-0.505432639,0.613254999,0.689987279
LOC103164543,550.3868464,0.065478822,0.08021794,0.816261571,0.414350548,0.506177675
LOC103164565,12.59263802,0.401523735,0.511906538,0.784369225,0.432823491,0.524323546
LOC103164567,20.91337794,1.919710793,0.445375219,4.310322423,1.63016689097403e-05,4.36568693490072e-05
LOC107976981,263.9938669,2.932005604,0.155896738,18.80735698,6.57343905379825e-79,2.0827422686245e-77
LOC107976993,2442.213739,-0.201560664,0.045514618,-4.428481989,9.48986419589993e-06,2.59925925940382e-05
LOC107977033,85728.41354,-2.14392836,0.029185158,-73.45954178,0,0
LOC107977072,302.6089808,-0.540146662,0.113102963,-4.775707444,1.79076578640303e-06,5.27968235802096e-06
LOC107977129,513.7229323,0.141871554,0.083359214,1.701930085,0.088768475,0.135631021
LOC107977192,303.8748708,-1.519867932,0.129029034,-11.77927077,4.99230998064139e-32,5.0310168774076e-31
LOC107977240,64.49026341,0.275147758,0.228263142,1.205397229,0.228049991,0.307598561
LOC107977245,19.24613418,-0.15825508,0.417707883,-0.378865438,0.704787791,0.770758462
LOC107977260,294.7000738,-1.024154417,0.116848133,-8.764833393,1.87053077033686e-18,1.1508946181341e-17
LOC107977263,20.36190744,0.461456304,0.406473136,1.135268886,0.256262675,0.339447883
LOC107977279,229.8265878,1.491966291,0.136841632,10.90286827,1.1168024484024e-27,9.69194719637836e-27
LOC107977310,139.0563754,-0.43292923,0.188528877,-2.296355005,0.021655591,0.037920492
LOC107977318,57.3368774,-0.014492368,0.245601994,-0.059007532,0.952946109,0.964242533
LOC107977336,5.890774968,0.150836348,0.769389362,0.196046833,0.84457351,0.883989001
LOC107977343,44.35590383,0.294705709,0.277020841,1.063839483,0.287401422,0.37423696
LOC107977370,24.55453128,-0.356890736,0.373718394,-0.954972358,0.339591676,0.430101826
LOC107977380,23.78514142,-0.296257999,0.377487366,-0.784815669,0.432561652,0.524169952
LOC107977384,4.720713177,-0.087874296,0.864301917,-0.101670834,0.919017953,0.939134044
LOC107977391,63.82610992,-1.098497164,0.240434839,-4.568793636,4.90539467909492e-06,1.38572250776705e-05
LOC107977395,45.54973521,0.376755414,0.285019388,1.321858901,0.18621514,0.258110613
LOC107977405,4.392047769,0.209350825,0.868092306,0.24116194,0.809429608,0.856928532
LOC107977406,220.9188157,-0.760008238,0.129605467,-5.864013709,4.51810151326871e-09,1.64842249150774e-08
LOC107977412,8.566410518,-2.08285693,0.706144507,-2.949618541,0.003181665,0.006419454
LOC107977418,7.524972764,-2.408630042,0.774324772,-3.110619897,0.001866951,0.003879757
LOC107977431,76.52623817,-0.932167691,0.214380497,-4.348192599,1.37264039464279e-05,3.69853023178427e-05
LOC107977438,14.00643356,0.27346186,0.481106855,0.568401504,0.569762369,0.650393411
LOC107977441,20.08911113,-0.249619129,0.414294096,-0.602516743,0.546830222,0.630000411
LOC107977442,3.131856349,-0.451566205,1.018132805,-0.443523873,0.657386855,0.728886279
LOC107977444,26.06245291,0.253042897,0.354672144,0.713455797,0.475563757,0.565377637
LOC107977499,21.31661774,-1.370904136,0.410800997,-3.337148997,0.000846426,0.001842447
LOC107977502,5.266180524,-0.1215213,0.813779263,-0.149329561,0.881293591,0.912486294
LOC107977506,27.9963607,-0.081165024,0.339613947,-0.238992023,0.811111769,0.857915333
LOC107977509,12.79608661,0.488339133,0.503252468,0.970366098,0.331864041,0.422513458
LOC107977510,290.6135571,-0.861338671,0.112452038,-7.659609231,1.86499668942652e-14,9.54017537283564e-14
LOC107977511,24.40633367,0.105945397,0.371540855,0.285151406,0.775528148,0.829793354
LOC107977513,69.38075636,-1.085277787,0.228916013,-4.740943082,2.12725693309442e-06,6.22927926286071e-06
LOC107977529,128.7603445,-1.169271732,0.169939269,-6.880527035,5.96315270511923e-12,2.6324407812101e-11
LOC107977605,1215.541527,-0.03731724,0.062042109,-0.601482455,0.547518694,0.630535479
LOC107977620,22.88742588,-0.674422479,0.383928103,-1.756637436,0.078979628,0.12254841
LOC107977773,3.081603141,-1.32617102,1.05117148,-1.261612444,0.207088276,0.282860472
LOC107977774,6.289746524,-3.24436606,0.950307514,-3.414017055,0.000640126,0.001420046
LOC107977801,5.574720544,3.816066124,1.203026565,3.172054745,0.001513645,0.003177876
LOC107977813,22.42402787,0.743980672,0.38553087,1.929756423,0.053637025,0.086799702
LOC107977815,7.96031522,-0.007565922,0.638710938,-0.011845613,0.99054879,0.993327815
LOC107977823,10.01038277,-0.148166724,0.589022353,-0.25154686,0.801391337,0.850780965
LOC107977836,9.274061738,-0.198724155,0.620588501,-0.320218881,0.748802412,0.808152669
LOC107977850,2.838591317,0.723842031,1.114421156,0.649522873,0.516000467,0.602000545
LOC107977859,10.44744692,-0.725217637,0.561115156,-1.292457759,0.196198665,0.270245705
LOC107977876,73.87584644,-0.277122432,0.213177397,-1.299961606,0.193614129,0.267136116
LOC107977878,10.5731094,1.523577486,0.613506756,2.48339154,0.013013796,0.023747894
LOC107977883,9.317997482,1.538457879,0.673006369,2.285948469,0.022257273,0.038939372
LOC107977884,8.413597765,0.381201864,0.633767639,0.601485215,0.547516857,0.630535479
LOC107977913,40.27230204,-1.190531733,0.290329875,-4.100617391,4.12049345680258e-05,0.000105555
LOC107977923,948.5879299,0.560866856,0.06558602,8.551622047,1.21370646457086e-17,7.18549406923475e-17
LOC107977962,13.53114964,-0.446360469,0.553285466,-0.806745336,0.419813219,0.511812363
LOC107977963,12.49956604,4.44020659,0.933765781,4.755160961,1.98288368504202e-06,5.82290721168438e-06
LOC107977970,37.57197146,-1.040670137,0.30938847,-3.363635808,0.00076923,0.001687466
LOC107977973,23.37127171,0.174544767,0.372455188,0.468632932,0.639332034,0.713223428
LOC107977989,3.548406881,-0.108486721,0.963428526,-0.112604846,0.910343843,0.932984308
LOC107978001,41.11092,-1.706146976,0.315556842,-5.406781745,6.41672556963838e-08,2.12614446887381e-07
LOC107978006,23.36572911,-0.144663033,0.438681092,-0.329768106,0.741575188,0.801790056
LOC107978019,59.97719998,-0.348195341,0.251330369,-1.385408942,0.165927458,0.233412651
LOC107978036,83.24036005,-1.069207958,0.222138888,-4.813240795,1.48502176724741e-06,4.40614240564873e-06
LOC107978037,10.13198674,0.828527782,0.594848615,1.392838045,0.163668771,0.230689267
LOC107978055,89.03330522,0.166177267,0.196240752,0.846803052,0.397104907,0.489290739
LOC107978069,12.77246841,0.241965463,0.516931485,0.468080336,0.639727141,0.713455444
LOC107978074,51.99088071,-0.145776524,0.258560471,-0.563800504,0.572889909,0.652986027
LOC107978097,2.3870613,1.757082729,1.330907741,1.320213772,0.186763655,0.258714144
LOC107978099,18.96731366,-0.194523167,0.4409152,-0.44118045,0.659082365,0.730270667
LOC107978100,31.46394265,-0.967433525,0.324883887,-2.977782408,0.00290342,0.005891311
LOC107978101,78.43242355,-0.128716158,0.215325522,-0.597774739,0.549990248,0.632748789
LOC107978104,96.40059877,-1.111949088,0.192175425,-5.786114885,7.20329587507613e-09,2.57956475325989e-08
LOC107978106,45.63237699,-0.049037051,0.272882798,-0.179700046,0.857388057,0.894634307
LOC107978125,10.25335043,2.811089815,0.72743345,3.864394486,0.000111365,0.000269986
LOC107978128,25.11840846,0.380155669,0.376384218,1.010020216,0.312485604,0.401100925
LOC107978133,2.732367998,1.441703338,1.15219167,1.251270406,0.210835839,0.287122315
LOC107978135,20.61803971,0.330227324,0.425153184,0.776725511,0.437320732,0.528704633
LOC107978138,40.06690224,-0.149274158,0.299238473,-0.498846812,0.617887306,0.694447775
LOC107978140,21.77335884,-0.482647128,0.414789172,-1.163596258,0.244587669,0.326326112
LOC107978147,8.671721336,-0.038143084,0.611551102,-0.062371049,0.950267349,0.962468604
LOC107978151,323.0273255,-0.154169114,0.221885924,-0.694812504,0.487172811,0.575897154
LOC107978183,12.15858039,-0.005782958,0.546372939,-0.010584268,0.991555134,0.99390129
LOC107978189,16.10005298,-0.896834009,0.459646305,-1.951139387,0.051040467,0.083067852
LOC107978202,37.75641665,0.074158678,0.309421198,0.239669029,0.810586846,0.857777305
LOC107978208,5.227907738,-1.508286387,0.861418719,-1.750932913,0.079957467,0.123906449
LOC107978216,2857.648315,-0.557220167,0.153566464,-3.628527685,0.000285042,0.000662665
LOC107978217,40.60487239,0.037186531,0.283339333,0.1312438,0.895582448,0.922403157
LOC107978222,33.33349468,1.130341732,0.33267484,3.397737357,0.000679456,0.001501762
LOC107978225,5.822188996,-1.35891319,0.798108535,-1.702667157,0.088630374,0.135456203
LOC107978229,26.94143814,0.107345556,0.350975247,0.305849365,0.759719341,0.817159095
LOC107978231,19.17283706,-0.282016181,0.416348759,-0.677355641,0.498180336,0.585871549
LOC107978238,5.819955168,0.003130603,0.759576196,0.004121513,0.996711518,0.997687191
LOC107978260,16.9757669,-1.356810571,0.456659547,-2.97116436,0.00296673,0.006010874
LOC107978266,3.233884097,-0.739334902,1.025573019,-0.72089933,0.470971455,0.56154158
LOC107978271,133.6941399,0.118432508,0.176088823,0.672572546,0.501219272,0.588350066
LOC107978275,8.283010725,-0.325970784,0.62841617,-0.518718008,0.603957402,0.681806629
LOC107978277,25.19343367,-0.828348548,0.37038355,-2.236461496,0.025321557,0.043790137
LOC107978278,4.373117421,-4.695017344,1.393814934,-3.368465375,0.000755879,0.001660089
LOC107978289,24.70301161,-0.242051115,0.359699158,-0.672926553,0.500994018,0.58818953
LOC107978296,151.1281324,-0.463845478,0.151164328,-3.068485026,0.002151471,0.004433969
LOC107978309,5.13029837,0.466375464,0.867054393,0.537884899,0.590656515,0.669367801
LOC107978312,6.457710073,-0.05828741,0.708601172,-0.082257005,0.934442344,0.950733991
LOC107978319,17.95971594,-0.576668252,0.441439924,-1.306334613,0.191438791,0.264517624
LOC107978326,18.76864255,-0.710482707,0.416160037,-1.707234343,0.087778504,0.134279862
LOC107978387,143.5440525,0.032029884,0.155834067,0.205538397,0.837151502,0.877505395
LOC107978402,4.468544473,0.538565325,0.854795448,0.6300517,0.528660759,0.613777704
LOC107978404,6.997416186,-0.469200116,0.692514594,-0.677531015,0.498069099,0.585800961
LOC107978407,155.7831007,-0.209575998,0.148225428,-1.41390044,0.157391137,0.222829536
LOC107978412,28.6824613,-0.015235304,0.348242001,-0.043749187,0.965104331,0.974035652
LOC107978428,66.89964587,-0.052120804,0.225411392,-0.231225243,0.817139821,0.861820679
LOC107978439,141.9597081,-0.287860261,0.162557709,-1.770818885,0.076590825,0.119287289
LOC107978449,27.27017941,-1.480018531,0.362732608,-4.080191573,4.49985998226653e-05,0.000114682
LOC107978450,5.731802127,3.874583844,1.223588646,3.166573879,0.001542462,0.003236001
LOC107978461,31.56693836,-0.284748366,0.338640877,-0.840856452,0.400428357,0.492060545
LOC107978466,4.160488766,-1.155156164,0.925277828,-1.2484425,0.211869053,0.288289107
LOC107978467,158.697681,0.643028515,0.155631572,4.131735642,3.60034346368943e-05,9.27493885983776e-05
LOC107978476,156.29594,0.094407395,0.151042875,0.625037063,0.531946733,0.616613757
LOC107978479,29.34446336,0.590961593,0.343484504,1.720489823,0.085343442,0.131010373
LOC107978484,12.36487558,-0.669725761,0.531635676,-1.259745706,0.207761112,0.283610406
LOC107978492,79.54224052,-0.031606959,0.207661985,-0.152203873,0.879026139,0.911045758
LOC107978535,30.32453104,-0.062173132,0.329160437,-0.188883976,0.850183753,0.888316595
LOC107978541,226.0135563,-0.46752524,0.128340534,-3.642849419,0.000269637,0.000628127
LOC107978579,28.43070801,-0.497932703,0.343329056,-1.450307497,0.146972789,0.209924421
LOC107978584,43.81246965,-1.46830867,0.28541649,-5.144442328,2.68316661951843e-07,8.44293254306788e-07
LOC107978585,11.61058476,-1.32223725,0.547969196,-2.412977334,0.015822804,0.028438282
LOC107978605,1527.773458,-0.550911889,0.11317782,-4.867666558,1.12923649320785e-06,3.38297721563943e-06
LOC107978609,99.48275395,0.21155056,0.187164085,1.130294629,0.258352097,0.341780163
LOC107978610,14.95677456,0.381752049,0.520439208,0.733519003,0.463241942,0.554011013
LOC107978612,40.38587689,-0.213977566,0.29493447,-0.725508841,0.468139923,0.55887532
LOC107978639,15.94418443,-1.605852229,0.483071525,-3.324253545,0.000886556,0.001922355
LOC107978650,3.861633448,-1.41929284,0.996982055,-1.423589153,0.154565438,0.219181685
LOC107978652,22.88613825,0.428516406,0.409674157,1.045993258,0.295564145,0.383164762
LOC107978653,274.0116124,-0.827866416,0.121074776,-6.83764567,8.05052130564603e-12,3.52399015285034e-11
LOC107978659,12.41131396,-0.382906284,0.523183806,-0.731877171,0.464243541,0.554976758
LOC107978675,342.708942,-0.162935854,0.104429325,-1.56024999,0.118700816,0.174377079
LOC107978677,153.1964241,-0.727550877,0.149942798,-4.852189543,1.22105837547637e-06,3.64945536940128e-06
LOC107978680,324.5910814,0.752682898,0.104880198,7.176596832,7.1468039552856e-13,3.34199278988376e-12
LOC107978683,5.57707134,-3.044790746,0.964049563,-3.158334242,0.001586735,0.00332279
LOC107978688,43.0223744,-0.093212984,0.279614292,-0.33336273,0.738860493,0.799989238
LOC107978690,24.66874435,-0.292008688,0.384259126,-0.759926488,0.447298528,0.538547427
LOC107978713,29.56771953,-0.110612231,0.32704206,-0.3382202,0.735197254,0.796399867
LOC107978730,265.8378174,0.044358143,0.138484339,0.320311619,0.748732116,0.808152669
LOC107978734,36.78343911,-0.258444012,0.310232598,-0.8330653,0.404807902,0.496695214
LOC107978752,570.0129933,-1.252224406,0.084611737,-14.79965361,1.47238914637973e-49,2.48029264452008e-48
LOC107978764,5.882424383,0.011957885,0.748835935,0.015968631,0.987259418,0.990550282
LOC107978793,7.648340495,0.705781934,0.709047624,0.99539426,0.319544549,0.408975376
LOC107978806,7.271082706,-1.258121576,0.690332752,-1.82248571,0.06838132,0.107748387
LOC107978838,123.8657832,-0.182004544,0.167427132,-1.087067201,0.277007112,0.36247653
LOC107978840,12.03534494,-0.81239042,0.545984989,-1.487935448,0.136767918,0.19704641
LOC107978865,41.07399594,0.263678963,0.332214786,0.793700264,0.427369947,0.519088611
LOC107978870,2.523393494,0.428827726,1.1412917,0.375738934,0.70711099,0.772339143
LOC107978894,62.30878149,-0.434326634,0.236325883,-1.837829308,0.066087562,0.104522888
LOC107978895,1.92902657,3.130536265,1.616249816,1.936913609,0.052755905,0.085557408
LOC107978918,6.45941165,0.493915136,0.747206747,0.661015358,0.508602464,0.595002459
LOC107978944,468.4302503,-0.261726224,0.103876477,-2.519590871,0.011749131,0.021629898
LOC107978959,139.6704759,-0.060457816,0.172754818,-0.349963128,0.726366369,0.78900081
LOC107978970,91.45116887,-0.010649282,0.192743886,-0.055250948,0.95593854,0.966671826
LOC107978977,12.30613167,1.404825442,0.591302405,2.375815539,0.017510214,0.031220862
LOC107978991,8.379195673,0.937932312,0.667857098,1.404390723,0.160202532,0.226417467
LOC107978995,43.79053054,-0.528439286,0.285880317,-1.84846334,0.064535343,0.102407777
LOC107979008,39.99461647,0.073855465,0.29464361,0.250660332,0.802076732,0.851271566
LOC107979012,158.4280452,-0.450015873,0.1706932,-2.636401877,0.008379043,0.015825544
LOC107979026,75.46724991,-2.260740687,0.248661117,-9.091653407,9.7544211902077e-20,6.30701354288274e-19
LOC107979055,213.647937,-0.450266277,0.129168133,-3.485892896,0.000490497,0.001104609
LOC107979065,8.11926962,-1.508324041,0.711862093,-2.118843039,0.034103734,0.057567667
LOC107979086,10.70059547,-0.153044389,0.552379501,-0.277063847,0.781731082,0.835024292
LOC107979088,4.836512904,-1.296988607,0.8806594,-1.472747132,0.140819232,0.202271805
LOC107979116,123.4691055,-0.612776013,0.174035482,-3.520983235,0.00042995,0.000975747
LOC107979125,6.119403926,-0.088797422,0.739526062,-0.120073419,0.904424989,0.928868908
LOC107979129,16.72322318,0.249047825,0.475105904,0.524194338,0.600143378,0.677969379
LOC107979159,3.178163433,0.58532896,1.002098695,0.584103105,0.559150946,0.641031223
LOC107979212,136.0626637,-1.431554482,0.169136492,-8.463900761,2.58579876737373e-17,1.51285761131564e-16
LOC107979229,29.87117386,-0.051907045,0.329368347,-0.15759573,0.874775369,0.908203746
LOC107979239,206.7758253,-0.230772252,0.129219539,-1.785892864,0.074116607,0.115733208
LOC107979243,3.642089112,2.469219227,1.24439613,1.984271059,0.047225631,0.077409969
LOC107979248,2.327967542,-0.33594787,1.244141786,-0.270023782,0.787141958,0.839380075
LOC107979254,205.6549931,0.030930708,0.13235132,0.233701541,0.815216691,0.860437843
LOC107979256,74.07925257,-0.137263219,0.214807177,-0.639006672,0.522818591,0.608406924
LOC107979258,15.53942443,0.038258034,0.452060982,0.08463025,0.932555349,0.949574298
LOC107979269,1128.580551,-0.083272286,0.156023119,-0.533717608,0.593536925,0.671833285
LOC107979294,63.55332467,-0.015947412,0.231287795,-0.068950513,0.945029011,0.95845125
LOC107979337,9.565928251,-0.657349802,0.596453363,-1.10209757,0.270419256,0.354911698
LOC107979342,130.6837691,-0.171847215,0.165583839,-1.03782601,0.299351065,0.387108817
LOC107979380,42.75672299,0.207555842,0.296960108,0.698935097,0.484592592,0.573845126
LOC107979388,17.6047186,-0.209154524,0.429670201,-0.486779216,0.626414801,0.70200521
LOC107979389,6.848338139,-0.499851112,0.679416215,-0.735706775,0.461909166,0.552532633
LOC107979398,11.72058314,0.469870192,0.53408468,0.879767217,0.378985428,0.470921817
LOC107979401,139.7548952,-0.313243163,0.15515416,-2.018915652,0.043495987,0.071811071
LOC107979402,23.3758683,-1.240280128,0.435915285,-2.845232023,0.004437908,0.00876395
LOC107979404,14.03134694,0.318335513,0.495870075,0.641973632,0.520890304,0.606766161
LOC107979406,178.8426624,1.730441304,0.156860646,11.0317109,2.68703912341506e-28,2.38620756938055e-27
LOC107979438,135.9748039,-0.215742497,0.169636062,-1.271796189,0.203445543,0.278817412
LOC107979446,388.2249605,0.717468949,0.097284423,7.374962229,1.64391652328091e-13,7.98773032849915e-13
LOC107979452,14.76129748,2.516006717,0.575599275,4.371108208,1.23617507257484e-05,3.3505617251448e-05
LOC107979488,504.3503481,-0.227450466,0.085934461,-2.64678993,0.008125981,0.015396538
LOC107979512,31.97758008,-0.265339313,0.355411139,-0.746570053,0.455323131,0.546181848
LOC107979522,4.460474097,-0.416632659,0.862132807,-0.483258096,0.628912489,0.704209599
LOC107979531,22.29691111,-0.361433819,0.401959365,-0.899179994,0.368556795,0.460464513
LOC107979542,291.686788,-0.100177894,0.121482656,-0.824627136,0.409583311,0.501478688
LOC107979568,65.50800471,-0.031474312,0.234803882,-0.134045109,0.893366905,0.920653271
LOC107979589,1.261744293,1.269573763,1.676183823,0.757419172,0.448798774,0.539842294
LOC107979591,507.321023,-0.249679197,0.092170761,-2.708876392,0.006751149,0.012947626
LOC107979615,19.76618892,0.670687892,0.417805744,1.605262497,0.108436049,0.161265314
LOC107979618,93.03341096,-0.783471876,0.212267555,-3.69096387,0.000223406,0.000525461
LOC107979643,7.85352097,-0.338277297,0.668980592,-0.505660854,0.613094753,0.689942718
LOC107979649,73.60769978,-1.092817038,0.219697117,-4.974198364,6.5518193632827e-07,1.99254745751735e-06
LOC107979650,52.50504774,0.20864191,0.254968527,0.818304569,0.413183298,0.505075405
LOC107979651,8.794248486,-0.123644889,0.617523068,-0.200227158,0.841302928,0.881305181
LOC107979678,9.30186024,1.86193426,0.721650742,2.580104405,0.009877045,0.018435646
LOC107979680,4.733789118,-4.820132581,1.375848723,-3.503388491,0.000459379,0.001038825
LOC107979701,150.4197325,0.579503663,0.149627659,3.872971535,0.000107516,0.000261043
LOC107979708,7.610087444,-0.723049963,0.65424422,-1.105168286,0.269086676,0.353406063
LOC107979715,33.54760116,-0.841443007,0.329004616,-2.557541642,0.010541494,0.01957931
LOC107979716,58.07147649,0.589200206,0.256120903,2.300476842,0.02142122,0.037538825
LOC107979724,21.08819635,-0.061497911,0.393031593,-0.156470656,0.875662047,0.908913137
LOC107979728,5.023669195,0.204178896,0.819223811,0.249234572,0.803179339,0.852085764
LOC107979748,9.350253595,-0.762723029,0.588341167,-1.29639582,0.194839151,0.268654988
LOC107979762,9.714169432,0.39558575,0.615019394,0.643208578,0.520088768,0.605905004
LOC107979851,29.32101627,-1.638584004,0.363621388,-4.506291595,6.59704157950174e-06,1.83996492529483e-05
LOC107979858,11.14725106,-0.889096483,0.560054229,-1.587518561,0.112395247,0.166288557
